Indice,Percorso_Coordinate,Dimensione_Frattale,Errore_0,Errore_1,Errore_2,Errore_3,Errore_4,Errore_5,Errore_6,Errore_7,Errore_8,Errore_9,Errore_10,Errore_11,Errore_12,Errore_13,Errore_14,Errore_15,Errore_16,Errore_17
10,/content/dataset/DATASET-5/DATASET-5/curva_723.npy,1.2522437624947762,-1.5857687693157423,-2.0487906928954756,-3.418474361867313,-3.9175641554612275,-4.1909959446278195,-4.919875723360922,-8.199026117163895,-8.351664792354471,-10.53800720194118,-10.809930368187953,-14.291706651456884,-14.228657750210512,-15.997503273252903,-19.41022802002787,-22.292094259137198,-27.132491868119708,-33.95880014359914,-38.38948363901444
11,/content/dataset/DATASET-3/DATASET-3/curva_1076.npy,1.0894229894164045,-1.3038765391534632,-1.7166267465319134,-2.6289372347792552,-3.210588533316864,-5.349304239224145,-5.247686438015665,-7.914652685901263,-6.826499989718175,-9.062948619353161,-10.768872965592708,-12.176782082788517,-15.553210445595052,-17.277030169392944,-20.5472209115379,-23.526652449941775,-26.76889789215625,-30.261474434984965,-32.41482288311195
12,/content/dataset/DATASET-4/DATASET-4/curva_836.npy,1.2041030173552103,0.8604752475087777,0.2832511289740207,-0.2580255652134715,-2.839152955427833,-1.915170304332683,-2.802327639596367,-4.937984479796801,-6.556050715151822,-5.894472903091907,-7.876196651707105,-11.503502374326944,-13.259451624928884,-17.478951572768775,-17.258315284948456,-19.595903046057742,-25.836957630296332,-34.402007774593436,-31.494317891207224
13,/content/dataset/DATASET-3/DATASET-3/curva_1136.npy,1.1428908647104303,3.559951341319599,3.2107912842558974,2.202352287637479,1.7804615995973123,0.6227576248824542,-0.7187388577366026,-2.172278049428694,-1.905647274520081,-5.79086574122959,-7.860380731711826,-7.513965649619883,-9.436326972387853,-10.34300816285617,-16.344130858215237,-17.81528963539655,-21.7668778870653,-25.727240176496814,-28.449111192445205
14,/content/dataset/DATASET-4/DATASET-4/curva_1867.npy,1.1094870558421932,2.9595718937305984,1.0551645378674055,0.1751895009784746,2.209324289952995,1.596841711269449,-2.015201603970939,-0.6678833884809047,-5.278740866224166,-5.705464446675559,-6.404694958260183,-9.035577416923983,-9.823784542977751,-11.745967375517193,-18.823664341065832,-19.002803696923657,-24.521572137625817,-25.517475807208577,-31.297598021344175
15,/content/dataset/DATASET-7/DATASET-7/curva_1038.npy,1.3203251076582991,-2.9512850935853443,-3.4325425530343767,-2.5947480442358293,-5.488828290463179,-7.100141862119802,-6.799925567760452,-7.042526003880808,-9.857771122622722,-7.679866917213271,-12.77159407776806,-10.54591549850703,-16.162924940956692,-18.38098585487467,-19.9255302722572,-22.03424337792413,-30.43059328878796,-24.48191611975668,-40.517516036436305
16,/content/dataset/DATASET-3/DATASET-3/curva_1566.npy,1.2311259248759805,-2.180402405842126,-2.4700876852168183,-1.5099880733213988,-4.762222934168087,-4.459606488510348,-6.521020452029622,-5.6340603623324474,-7.576491011741809,-8.415462521650664,-10.305534801462297,-11.421087315423602,-13.864641610347949,-15.778370440250066,-19.900999276853636,-25.977400056270223,-29.16827484855847,-30.7155179597365,-34.8663014660214
17,/content/dataset/DATASET-4/DATASET-4/curva_1658.npy,1.379487414387714,1.1133253705635833,0.7782941958008233,-0.01898230529673661,-4.379895578756428,-3.4971238803214106,-6.529255131231776,-3.067349394680973,-8.329473018087787,-5.4508439940625895,-9.552338753402633,-6.979300040248123,-12.26977086543882,-14.772781604854707,-16.048512598718943,-20.677901420544696,-26.118665427538513,-27.010568168513178,-31.340481683252143
18,/content/dataset/DATASET-3/DATASET-3/curva_488.npy,1.172016791755917,7.699326501721365,7.281287166583156,6.109660990501754,5.360127365887025,4.755127608464717,4.08762428707054,-0.8388862438181766,3.5231801595649093,0.4250771296310356,-3.6643410686176106,-4.059433853648187,-4.970470517963161,-4.75241938604131,-12.280747852987673,-15.666997445768672,-18.240986548225187,-24.289826152174005,-30.420607656320637
19,/content/dataset/DATASET-1/DATASET-1/curva_1249.npy,1.2902919137270212,0.753215522189765,0.35574420620792574,-0.33190487325458573,-2.0845318171329024,-2.7422360573458393,-4.116266156121831,-3.3710467346789534,-7.17795053073124,-6.324136288192146,-7.294127238505807,-12.003590904635283,-12.849926415771652,-14.124365527884919,-17.60699908292695,-23.222552938471345,-22.481145183244582,-28.36203323330212,-38.98391240535202
20,/content/dataset/DATASET-7/DATASET-7/curva_1242.npy,1.3821009319981872,-4.622693713275681,-5.395419839394055,-5.625745979553194,-6.237048513878532,-7.371189707017771,-8.230271456166815,-7.097133425266875,-7.925270961205275,-10.851681279008824,-13.402899961734175,-13.283433654872457,-12.203118477756286,-13.601119624179317,-18.33653141421414,-23.647568799798737,-29.634754502517506,-30.128956446662514,-38.44695825255396
21,/content/dataset/DATASET-3/DATASET-3/curva_1530.npy,1.1950983571242249,-2.9101152329076356,-3.1400958922182047,-4.2425901741242615,-5.079354635514327,-5.964477028114203,-9.174887364967212,-6.488619294031517,-8.997160905370045,-9.870417154610301,-13.684593808929021,-13.26486414972124,-14.431668971303685,-15.674466815575405,-23.643434819355676,-24.805100006758465,-26.448392840505164,-30.300276432951673,-36.263068241597736
22,/content/dataset/DATASET-2/DATASET-2/curva_333.npy,1.3742541840921731,-1.6990375439605707,-1.9603457467897996,-3.356276024240052,-5.626541917164545,-4.064669408679704,-6.2658584305365,-5.420461087479865,-7.185003092279694,-6.293890848958969,-10.63377148996018,-12.318132243460502,-14.357685966394465,-15.091038352640254,-18.01393489109506,-17.735308409286127,-23.05379237022177,-28.393806399017564,-35.479445741134356
23,/content/dataset/DATASET-3/DATASET-3/curva_1725.npy,1.1499443664375524,0.7773313714444924,0.2735635326042575,-0.7733345695541788,-1.6669368291260624,-1.7473730533278935,-3.9707710283501036,-2.240401138237736,-5.852083130614467,-5.9015150651887005,-8.395980205563792,-7.388671370090892,-11.065093976009296,-12.951210417458245,-15.332508363483113,-18.107569637284513,-27.115225449476192,-29.811503900781794,-33.30321126467178
24,/content/dataset/DATASET-2/DATASET-2/curva_2559.npy,1.1363457214746366,-1.4218122029187539,-1.9363306647750305,-2.5856126301477005,-4.999998327071826,-5.904554362647286,-5.958808970692239,-7.4082952323390625,-7.223412463241321,-6.7333704523220215,-11.473208491547263,-14.457165588047932,-15.639644667228191,-18.13268174771954,-18.259108833911604,-22.459538066667285,-28.449798869828957,-26.555006136336296,-35.60892742871243
25,/content/dataset/DATASET-5/DATASET-5/curva_588.npy,1.328154263529255,0.8116445324829419,0.6375738801813954,-0.016769590303364588,-2.273254482857227,-2.5691431407762813,-5.31363622879411,-0.26132030194303435,-4.158073736205005,-4.954031518201775,-8.116593786506835,-6.195699341589609,-3.6199599666180062,-11.988989548287146,-11.066131816206747,-16.427486637469073,-19.37599851642425,-24.180909752967285,-31.30252924379083
26,/content/dataset/DATASET-7/DATASET-7/curva_2775.npy,1.1131250014796423,-0.06672614464451464,-0.4652865893244614,-1.7805651034416465,-1.3610390219459774,-3.484563050447429,-4.6949776270403225,-3.9835615270763665,-4.621158314043809,-7.891221936657704,-8.724098790601374,-10.869588818835297,-12.507306665006347,-14.5396327289691,-18.78089497224358,-22.820590006026485,-25.054815256320367,-30.758409811184528,-32.47706158172526
27,/content/dataset/DATASET-6/DATASET-6/curva_326.npy,1.197844023904603,4.910341107581569,4.533617927031252,3.534219641733296,2.711111318013647,1.0154380156168312,0.2815438466301571,-5.2799197013060795,-0.7041810804916983,-2.922673990632711,-5.974620337713786,-7.143856266085071,-13.287160569917148,-10.84700871947201,-15.616698681633178,-18.25381506071695,-25.3598991387089,-28.044925440902563,-34.07169008856531
28,/content/dataset/DATASET-6/DATASET-6/curva_507.npy,1.371866028220346,-4.254021954143839,-4.385379354484613,-5.075359869395341,-6.719985565746657,-5.155935579693467,-8.308010767104387,-8.180745912670393,-9.659019648140841,-9.613495817188115,-10.541255914076432,-13.469732349285563,-12.448039866112497,-18.278303128517557,-20.182929176301172,-26.40492343440658,-24.13808373571575,-35.80602968515147,-40.03904033678272
29,/content/dataset/DATASET-3/DATASET-3/curva_2934.npy,1.368826964405667,-4.495062617520521,-4.912138342647954,-5.84096238354132,-6.0521770983670065,-8.729111833786403,-8.405985834663195,-9.667217148878851,-10.355756064123407,-10.953269887589526,-14.396382259438228,-18.18535070768806,-18.33521020965103,-21.724602872766983,-24.129774569654156,-24.217810113091463,-31.0690585531387,-34.53088740053017,-39.116362692862346
30,/content/dataset/DATASET-1/DATASET-1/curva_1195.npy,1.196548345399802,1.5323963293065122,1.275977571792663,2.1498891513059717,-1.3096081574073726,-0.6461060893840833,-4.125183995438227,-7.006436683195995,-3.2636501279260406,-7.141737116476341,-7.731960751837187,-10.009447495137302,-11.370426490241314,-11.0076922217659,-15.565943625435393,-17.653995627015465,-24.440815710870854,-27.658180248178287,-39.76778007221929
31,/content/dataset/DATASET-1/DATASET-1/curva_1142.npy,1.2129023334269429,1.66412766507715,1.0462769039033293,0.3847611506161907,-0.35468382940963694,-1.7363656973549377,-2.852856238535544,-5.439064512985638,-4.67226870794887,-4.599608059569314,-6.8001693387215205,-9.956034576980052,-10.699068897392166,-14.160635175067796,-20.4912922814257,-20.38252457181292,-26.51976015559141,-30.21128755540099,-35.41307239627106
32,/content/dataset/DATASET-1/DATASET-1/curva_1985.npy,1.2246887806130755,-2.724661116559981,-3.3661935563376733,-3.9293478299802747,-7.610528386279094,-4.868564272938697,-6.769711714794779,-7.189453250305785,-9.811357473617255,-7.13200280150284,-12.955686117741424,-11.365852981755099,-15.080998556636954,-19.588771035880434,-18.576909769673996,-24.467602292558595,-24.644896337344058,-31.916855408597687,-38.63487165075528
33,/content/dataset/DATASET-3/DATASET-3/curva_1837.npy,1.159302420020604,-2.1517042295052957,-2.5178104072695926,-2.5153601990134855,-4.501140143192778,-5.341521666203432,-7.083806779392887,-9.517419142786954,-9.836306368623728,-8.808167197466272,-12.135079343227316,-14.95908351175046,-17.395936662353257,-19.292030744611324,-22.069361856888428,-26.01461204154215,-25.752614357329673,-32.97474208861822,-31.645578986299228
34,/content/dataset/DATASET-5/DATASET-5/curva_1605.npy,1.204668040678087,-1.8504072787934522,-2.3701301740512513,-2.927779429644452,-4.236134818165879,-2.3488234012597564,-5.560880842225721,-6.711287000013086,-3.755238193494126,-5.9551378232172025,-10.259552385463047,-10.750540244469793,-11.483390349157208,-11.147790617546596,-15.484164962670677,-16.564795774565138,-21.155678585182827,-27.918735591423626,-31.03848321214131
35,/content/dataset/DATASET-5/DATASET-5/curva_2354.npy,1.2005919083502976,-3.663185737437492,-4.108491572492361,-5.471940914308771,-5.826560693111942,-4.3925790466325125,-8.076937897321084,-6.528268945889069,-10.092281174608765,-10.611829074936125,-13.402018873814619,-15.303478316793298,-15.467044419265685,-17.514907118041847,-19.971098087898266,-24.52685795753163,-26.05915141801316,-33.4595133630152,-37.77428158638548
36,/content/dataset/DATASET-7/DATASET-7/curva_2430.npy,1.2242250876622138,0.5623869083990262,0.14565739408747957,-0.9281204437045446,0.8242700872823515,-2.2186754748512296,-0.8358057671397152,-4.67415340385728,-5.303975748858111,-6.1032575991630615,-8.03388544561193,-8.721360548804705,-9.980882237092564,-15.103881563753482,-15.319170014279296,-19.170227221818607,-25.60841630274889,-31.881472127831596,-36.417636696425795
37,/content/dataset/DATASET-5/DATASET-5/curva_2116.npy,1.2738033622392386,-1.7630633153861324,-2.2489894283776697,-2.3321744302530028,-3.57045707803782,-5.686039491655197,-5.568026138720855,-6.54035187952868,-7.92232068103477,-9.00855484266331,-13.973939332102606,-11.67172152043354,-16.344479921488812,-15.200762682728932,-18.83003182879872,-22.50612762581893,-28.695849704634778,-35.52651892724143,-40.83627500716977
38,/content/dataset/DATASET-2/DATASET-2/curva_2792.npy,1.3815625764280328,1.8206240585260076,1.5044389222251384,0.13404395255317075,-0.7954124108449954,-0.940891643258883,-2.3910153612206204,-5.611444034044802,-5.018101646521236,-3.294701473781968,-6.77920651717262,-12.537362172254127,-12.675349695612216,-14.149104458304674,-19.439983186367463,-18.601166158331733,-27.81791251697754,-29.02700623561007,-39.759863035563555
39,/content/dataset/DATASET-4/DATASET-4/curva_1425.npy,1.3588271835058632,-2.392020804938708,-2.893062443294708,-3.7061268943263843,-5.465657196058379,-5.318644663616781,-6.177421045840929,-6.049527695157974,-7.140763203064932,-8.69760822216116,-10.666363229932216,-12.027585243667568,-14.278343199420993,-15.108202150263994,-17.794042095955596,-23.50133839759117,-30.85114756631318,-34.04482001072944,-41.95462114383402
